block line confidence X1 Y1 X2 Y2 token
1 6 0.9927324652671814 856 344 949 372 electron
1 6 0.998808741569519 951 344 1015 372 beam
1 6 0.9994932413101196 1015 342 1043 374 is
1 6 0.9998272061347961 1041 340 1137 381 injected
1 6 0.9993649125099182 1135 344 1185 372 into
1 6 0.9999308586120605 1185 347 1204 372 a
1 6 0.9854409098625183 1206 344 1326 372 simulation
1 6 0.9999678134918213 1326 340 1376 376 box
1 6 0.9996460676193237 1374 340 1426 374 that
1 6 0.9977867603302002 1423 342 1450 374 is
1 6 0.9702436327934265 1447 342 1497 379 just
1 6 0.9997802376747131 1494 347 1550 374 over
1 6 0.9999265670776367 1547 340 1571 374 8
1 7 0.9998998641967773 155 399 203 436 For
1 7 0.566224217414856 203 404 321 438 modelling
1 7 0.9999911785125732 323 404 363 433 the
1 7 0.968394935131073 365 404 452 438 density
1 7 0.9973779916763306 453 402 589 433 fluctuations
1 7 0.9998706579208374 589 406 629 433 we
1 7 0.7357078194618225 629 402 683 436 first
1 7 0.999238133430481 680 402 738 436 note
1 7 0.999962329864502 736 402 788 436 that
1 7 0.9999961853027344 786 399 830 436 the
1 7 0.9993583559989929 856 402 878 436 1
1 7 0.9997681975364685 873 402 928 436 AU.
1 7 0.9999649524688721 928 404 964 433 To
1 7 0.9523202180862427 965 402 1024 438 fully
1 7 0.9983806610107422 1025 404 1109 431 resolve
1 7 0.9979000091552734 1109 404 1151 433 the
1 7 0.948124349117279 1151 404 1237 438 density
1 7 0.9962121248245239 1238 402 1374 433 fluctuations
1 7 0.9996987581253052 1374 406 1414 433 we
1 7 0.9997612833976746 1413 399 1473 433 used
1 7 0.9998140931129456 1469 404 1492 436 a
1 7 0.916994035243988 1490 404 1570 438 spatial
1 8 0.9991663694381714 113 495 206 529 spectral
1 8 0.9985935091972351 209 493 279 527 index
1 8 0.9999889135360718 281 493 313 525 of
1 8 0.9998190999031067 314 493 377 529 -5/3
1 8 0.9976294636726379 379 495 436 532 (e.g.
1 8 0.9924119114875793 436 493 550 527 Celnikier
1 8 0.9993951320648193 550 495 581 527 et
1 8 0.4710610508918762 581 491 762 532 al.1983,1987
1 8 0.9964312314987183 759 493 828 527 Chen
1 8 0.9432351589202881 854 495 889 529 its
1 8 0.9994040727615356 888 504 927 525 are
1 8 0.9818997383117676 928 497 1009 532 typical
1 8 1.0 1009 497 1040 527 of
1 8 0.9968615770339966 1038 497 1141 525 electrons
1 8 0.9862532019615173 1143 495 1193 529 that
1 8 0.9984644651412964 1192 495 1263 529 arrive
1 8 0.9991365075111389 1261 497 1290 529 at
1 8 0.9522376656532288 1287 495 1313 529 1
1 8 0.9976714253425598 1303 495 1355 529 AU
1 8 0.8573383092880249 1351 497 1513 532 co-temporally
1 8 0.9994370341300964 1513 495 1571 529 with
1 9 0.8070011734962463 109 523 150 561 et
1 9 0.5707589983940125 142 520 261 561 al.2013).
1 9 0.7305099368095398 266 525 384 559 Following
1 9 0.9989302754402161 387 523 432 559 the
1 9 0.9971402883529663 434 529 499 555 same
1 9 0.9971529245376587 500 523 612 564 approach
1 9 0.9974803328514099 615 525 650 555 of
1 9 0.9967327117919922 641 523 710 557 Reid
1 9 0.9999725818634033 712 523 743 555 &
1 9 0.9994742274284363 746 523 830 557 Kontar
1 9 0.9966830611228943 854 527 896 557 the
1 9 0.996877908706665 896 527 1001 555 detection
1 9 0.9998347759246826 1003 527 1035 557 of
1 9 0.9976429343223572 1028 527 1146 561 Langmuir
1 9 0.9992192983627319 1146 532 1219 557 waves
1 9 0.9907475709915161 1219 523 1324 564 (e.g.Lin
1 9 0.9985474944114685 1318 527 1348 559 et
1 9 0.5415838360786438 1343 523 1456 564 a1.,1981).
1 9 0.9998782873153687 1455 525 1507 559 The
1 9 0.9986116886138916 1503 529 1570 564 spec-
1 10 0.6972454786300659 113 552 201 593 (2010),
1 10 0.9998552799224854 205 559 245 587 we
1 10 0.9968492388725281 248 557 323 584 model
1 10 0.9999171495437622 327 557 369 587 the
1 10 0.9635171890258789 374 561 479 589 spectrum
1 10 0.9999897480010986 484 557 518 587 of
1 10 0.9999275207519531 518 557 607 591 density
1 10 0.9531111717224121 610 555 746 587 fluctuations
1 10 0.9975764155387878 747 555 809 589 with
1 10 0.9995977282524109 807 557 831 589 a
1 10 0.9376111030578613 852 555 899 591 tral
1 10 0.9998350143432617 899 559 965 587 index
1 10 0.9999001026153564 967 557 996 589 is
1 10 0.9968591928482056 996 559 1098 587 obtained
1 10 0.9808051586151123 1101 559 1159 587 from
1 10 0.9928231239318848 1161 559 1203 589 the
1 10 0.9827972650527954 1204 557 1288 596 typical
1 10 0.99716717004776 1284 557 1393 591 observed
1 10 0.9554033875465393 1395 559 1471 587 in-situ
1 10 0.9879961609840393 1474 559 1568 587 electron
1 11 0.9870229959487915 114 587 205 621 spectral
1 11 0.9996532201766968 211 587 279 614 index
1 11 0.9532260894775391 285 584 348 621 -5/3
1 11 0.9982483386993408 355 587 450 614 between
1 11 0.9999526739120483 457 587 499 616 the
1 11 0.9993467926979065 503 587 646 621 wavelengths
1 11 0.9999840259552002 650 584 686 619 of
1 11 0.9995890259742737 686 582 733 619 108
1 11 0.9895614981651306 738 593 776 614 cm
1 11 0.9995392560958862 781 587 828 619 and
1 11 0.9994227886199951 854 589 940 623 spectra
1 11 0.9805586934089661 943 589 1015 616 below
1 11 0.9999617338180542 1019 587 1054 621 10
1 11 0.9801187515258789 1053 584 1108 621 keV
1 11 0.9999262094497681 1108 591 1162 619 near
1 11 0.9999725818634033 1164 589 1204 619 the
1 11 0.9988985061645508 1208 589 1271 616 Earth
1 11 0.9771547913551331 1279 589 1381 616 (Krucker
1 11 0.999893069267273 1382 589 1413 621 et
1 11 0.6571690440177917 1408 584 1524 625 al.2009).
1 11 0.999972939491272 1526 589 1570 619 We
2 0 0.9997618794441223 114 374 155 404 the
2 0 0.9890973567962646 156 374 248 402 Leblanc
2 0 0.9947606921195984 251 374 331 402 model.
3 0 0.9998466968536377 856 374 915 402 solar
3 0 0.9970652461051941 915 372 973 406 radii
3 0 0.999716579914093 972 372 1003 404 in
3 0 0.8345491886138916 1003 372 1087 411 length,
3 0 0.9973828196525574 1085 374 1229 408 representing
3 0 0.9997604489326477 1227 374 1250 406 a
3 0 0.9530296325683594 1250 374 1311 402 finite
3 0 0.9953077435493469 1313 372 1389 408 region
3 0 0.9998643398284912 1389 374 1418 404 in
3 0 0.9693024754524231 1418 379 1486 406 space
3 0 0.9825286865234375 1486 374 1568 402 around
3 1 0.9999912977218628 894 463 948 497 The
3 1 0.9983581900596619 948 468 1014 495 beam
3 1 0.9949212670326233 1015 468 1143 502 parameters
3 1 0.9992160797119141 1143 470 1185 497 are
3 1 0.996798574924469 1187 465 1253 502 given
3 1 0.9997333884239197 1255 465 1284 497 in
3 1 0.4085977077484131 1284 465 1358 500 Table[
3 1 0.6258043646812439 1348 461 1381 504 D
3 1 0.9999897480010986 1381 463 1434 500 The
3 1 0.9992645382881165 1432 468 1515 502 energy
3 1 0.9967766404151917 1515 463 1570 497 lim-
4 0 0.99985671043396 114 440 190 468 power
4 0 0.9539721608161926 192 438 298 465 spectrum
4 0 0.9999980926513672 300 433 332 465 of
4 0 0.9998613595962524 332 433 418 468 density
4 0 0.9989715814590454 421 433 557 465 fluctuations
4 0 0.9999504089355469 557 438 613 463 near
4 0 0.9997348189353943 613 433 655 463 the
4 0 0.9998916387557983 655 431 723 465 Earth
4 0 0.999485969543457 723 433 770 465 has
4 0 0.9993854761123657 768 431 830 465 been
4 0 0.9205818772315979 856 436 970 463 resolution
4 0 0.9999983310699463 972 433 1004 465 of
4 0 0.9119252562522888 1001 431 1053 465 200
4 0 0.9754515290260315 1049 433 1101 468 km.
5 0 0.9843881130218506 116 465 219 493 observed
5 0 0.9986400008201599 222 465 298 493 in-situ
5 0 0.9999403953552246 302 465 332 495 to
5 0 0.9999926090240479 332 463 394 500 obey
5 0 0.9996765851974487 394 465 418 497 a
5 0 0.9372390508651733 421 465 621 500 Kolmogorov-type
5 0 0.6252446174621582 623 465 702 500 power
5 0 0.9430100321769714 699 461 751 497 law
5 0 0.9997323155403137 749 461 809 495 with
5 0 0.9998630285263062 807 465 831 497 a
6 0 0.9681962132453918 114 612 171 648 1010
6 0 0.9930688142776489 166 619 218 653 cm,
6 0 0.5157080888748169 214 621 250 648 sO
6 0 0.9674909710884094 247 614 298 648 that
6 0 0.9999884366989136 297 616 337 646 the
7 0 0.8720880746841431 478 616 537 653 nsity
7 0 0.999081015586853 537 616 617 653 profile
7 0 0.9996641874313354 615 616 642 648 is
7 0 0.999947190284729 642 616 709 653 given
8 0 0.9999001026153564 856 621 909 648 note
8 0 0.9999762773513794 909 616 961 650 that
8 0 0.9999934434890747 959 616 1009 650 this
8 0 0.9978588223457336 1011 623 1099 650 spectral
8 0 0.9961305856704712 1104 621 1171 648 index
8 0 0.9989155530929565 1172 619 1201 650 is
8 0 0.9988483190536499 1201 621 1271 648 lower
8 0 0.9998186230659485 1271 616 1327 650 than
8 0 0.9988872408866882 1327 616 1390 650 what
8 0 0.9978658556938171 1389 621 1418 650 is
8 0 0.9401747584342957 1418 621 1529 648 measured
8 0 0.998760461807251 1529 616 1571 653 in-
8 1 0.9981504082679749 852 648 904 682 situ
8 1 0.9998805522918701 901 650 930 680 at
8 1 0.9994441866874695 928 650 1027 685 energies
8 1 0.8349400758743286 1030 650 1099 678 above
8 1 0.9999374151229858 1101 648 1137 678 50
8 1 0.9763344526290894 1135 648 1193 682 keV,
8 1 0.999634861946106 1192 646 1242 680 and
8 1 0.9990891218185425 1242 650 1334 678 inferred
8 1 0.8716008067131042 1335 650 1395 678 from
8 1 0.9989632368087769 1397 648 1468 685 X-ray
8 1 0.9657401442527771 1468 650 1568 678 observa-
8 2 0.7962717413902283 854 678 917 712 tions
8 2 0.6363909840583801 917 676 1027 717 (Krucker
8 2 0.9994404911994934 1024 680 1054 712 et
8 2 0.5282984972000122 1049 676 1166 717 al.2007).
8 2 0.9998822212219238 1167 676 1219 712 The
8 2 0.9997840523719788 1219 678 1276 714 high
8 2 0.8440895080566406 1279 682 1429 708 characteristic
8 2 0.6172845363616943 1432 678 1490 712 time
8 2 0.9998847246170044 1490 680 1565 708 broad-
8 3 0.9998148083686829 854 714 899 742 ens
8 3 0.9999911785125732 899 710 941 740 the
8 3 0.999850869178772 943 712 1035 740 electron
8 3 0.9370898604393005 1038 710 1112 744 beam,
8 3 0.9999276399612427 1112 714 1132 740 a
8 3 0.9989961981773376 1132 712 1222 746 process
8 3 0.9998824596405029 1221 708 1274 742 that
8 3 0.9999169111251831 1272 710 1347 737 would
8 3 0.9988707900047302 1347 708 1408 742 have
8 3 0.9997406601905823 1408 710 1519 744 happened
8 3 0.999937891960144 1519 712 1550 742 to
8 3 0.9998717308044434 1549 712 1573 742 a
8 4 0.9922065138816833 854 742 940 776 greater
8 4 0.5476133823394775 940 742 1015 769 extent
8 4 0.9986931681632996 1015 740 1043 772 if
8 4 0.9919846653938293 1041 744 1088 772 our
8 4 0.99962317943573 1088 742 1182 769 electron
8 4 0.9985765218734741 1187 742 1251 769 beam
8 4 0.9998648166656494 1253 737 1303 772 had
8 4 0.9995729327201843 1305 742 1405 769 travelled
8 4 0.9999184608459473 1408 742 1439 772 to
8 4 0.9990113973617554 1440 737 1463 772 1
8 4 0.9996280670166016 1461 740 1508 772 AU
8 4 0.9966939687728882 1510 742 1568 769 from
8 5 0.999987006187439 854 772 896 801 the
8 5 0.9998481273651123 894 769 949 804 Sun.
8 5 0.9993588328361511 949 769 1001 804 The
8 5 0.9998581409454346 999 769 1056 806 high
8 5 0.9821268916130066 1054 772 1141 806 density
8 5 0.9993703961372375 1140 769 1200 804 ratio
8 5 0.98492830991745 1196 772 1224 804 is
8 5 0.9999197721481323 1221 772 1251 804 to
8 5 0.9236382246017456 1251 776 1329 801 ensure
8 5 0.9952657222747803 1326 774 1350 804 a
8 5 0.9999606609344482 1347 769 1403 806 high
8 5 0.9987180233001709 1402 772 1484 806 energy
8 5 0.9999173879623413 1484 772 1568 806 density
8 6 0.999994158744812 894 881 948 915 The
8 6 0.9398162364959717 952 888 1072 915 fluctuating
8 6 0.9812260866165161 1078 888 1209 920 component
8 6 0.9999892711639404 1211 883 1246 913 of
8 6 0.9999552965164185 1245 883 1287 913 the
8 6 0.8974546194076538 1290 886 1427 918 background
8 6 0.9996559619903564 1432 886 1523 920 plasma,
8 6 0.9992678761482239 1528 883 1568 913 de-
8 7 0.4748680591583252 857 968 1077 1009 10-15,10-3,10-25,
8 7 0.9976531863212585 1074 973 1137 1007 10-3,
8 7 0.7197291851043701 1135 968 1277 1009 10-35,10-4,
8 7 0.5181093215942383 1276 970 1355 1007 10-45,
8 7 0.9957457184791565 1353 970 1408 1007 10-5
8 7 0.9752578139305115 1406 973 1458 1007 and
8 7 0.9997134804725647 1455 979 1492 1007 no
8 7 0.9992477893829346 1492 977 1568 1005 fluctu-
8 8 0.9919779300689697 854 1005 935 1039 ations.
8 8 0.8119497299194336 940 1007 1075 1041 Propagation
8 8 0.9999171495437622 1080 1005 1116 1039 of
8 8 0.9999934434890747 1112 1002 1156 1039 the
8 8 0.999595582485199 1156 1005 1225 1039 beam
8 8 0.9864588379859924 1227 1009 1306 1037 causes
8 8 0.9519988298416138 1311 1009 1424 1037 Langmuir
8 8 0.9989736080169678 1427 1009 1502 1037 waves
8 8 0.9999263286590576 1503 1007 1536 1037 to
8 8 0.9999969005584717 1537 1005 1570 1037 be
8 9 0.9945836663246155 856 1037 948 1064 induced
8 9 0.9998971223831177 951 1034 1014 1068 after
8 9 0.9987679123878479 1012 1032 1051 1068 80
8 9 0.998225748538971 1053 1039 1151 1066 seconds,
8 9 0.9784533977508545 1158 1037 1248 1071 relating
8 9 0.9996757507324219 1251 1039 1282 1068 to
8 9 0.9998435974121094 1284 1039 1330 1066 our
8 9 0.9882354736328125 1332 1037 1410 1064 choice
8 9 0.9999994039535522 1414 1034 1447 1066 of
8 9 0.9962893724441528 1447 1039 1471 1068 T
8 9 0.9977946281433105 1476 1041 1502 1066 =
8 9 0.9999557733535767 1507 1037 1542 1066 20
8 9 0.8806648850440979 1544 1039 1570 1068 S.
8 10 0.9826839566230774 857 1071 970 1098 Langmuir
8 10 0.9678815603256226 973 1071 1038 1098 wave
8 10 0.9951751232147217 1043 1071 1166 1098 production
8 10 0.9982744455337524 1172 1071 1279 1096 increases
8 10 0.9998524188995361 1280 1071 1314 1098 as
8 10 0.9995655417442322 1313 1068 1337 1098 a
8 10 0.9998366832733154 1340 1068 1435 1096 function
8 10 0.9999676942825317 1439 1066 1473 1096 of
8 10 0.984764814376831 1473 1068 1529 1096 time
8 10 0.9961661100387573 1532 1066 1570 1096 till
8 11 0.9941165447235107 856 1098 938 1126 around
8 11 0.9993425011634827 940 1098 988 1126 200
8 11 0.9976028800010681 988 1098 1078 1126 seconds
8 11 0.9998865127563477 1082 1098 1140 1126 after
8 11 0.9933132529258728 1141 1098 1213 1126 which
8 11 0.9999074935913086 1213 1096 1240 1128 is
8 11 0.9968998432159424 1240 1098 1332 1126 remains
8 11 0.9996680021286011 1335 1098 1426 1132 roughly
8 11 0.995406985282898 1427 1100 1531 1126 constant.
8 12 0.9998946189880371 898 1130 975 1164 Figure
8 12 0.2771681845188141 975 1126 1015 1171 22
8 12 0.9999090433120728 1019 1132 1091 1160 shows
8 12 0.9993906021118164 1095 1132 1120 1162 a
8 12 0.9995724558830261 1122 1130 1225 1164 snapshot
8 12 0.9999651908874512 1229 1130 1263 1160 of
8 12 0.9999837875366211 1264 1130 1305 1160 the
8 12 0.9919384121894836 1311 1130 1397 1158 electric
8 12 0.9970732927322388 1402 1128 1460 1162 field
8 12 0.9997166991233826 1463 1128 1524 1162 from
8 12 0.999995231628418 1526 1126 1571 1162 the
8 13 0.9970904588699341 854 1190 881 1224 0
8 13 0.9978528022766113 877 1190 925 1226 (no
8 13 0.9991559982299805 927 1192 1074 1224 fluctuations),
8 13 0.9993051290512085 1078 1192 1120 1222 the
8 13 0.9962543249130249 1124 1192 1209 1219 electric
8 13 0.9999200105667114 1214 1192 1269 1219 field
8 13 0.9998311996459961 1272 1192 1316 1222 has
8 13 0.9998393058776855 1316 1194 1340 1224 a
8 13 0.9956501126289368 1340 1192 1426 1219 smooth
8 13 0.9994891881942749 1432 1192 1515 1226 profile.
8 13 0.9999942779541016 1518 1187 1571 1224 The
8 14 0.9986827969551086 856 1315 951 1343 increase
8 14 0.9838442206382751 952 1317 986 1345 as
8 14 0.9995368719100952 985 1315 1009 1345 a
8 14 0.9889649152755737 1009 1315 1106 1340 function
8 14 0.9999630451202393 1108 1313 1141 1343 of
8 14 0.9976771473884583 1140 1311 1200 1345 time
8 14 0.9996852874755859 1198 1317 1232 1345 as
8 14 0.9986963868141174 1230 1313 1272 1343 the
8 14 0.9979466795921326 1274 1315 1343 1349 range
8 14 0.9995492100715637 1345 1313 1379 1343 of
8 14 0.8822749257087708 1379 1315 1489 1340 velocities
8 14 0.9998642206192017 1492 1315 1568 1343 within
8 15 0.9997417330741882 854 1343 896 1372 the
8 15 0.9963319897651672 898 1345 990 1370 electron
8 15 0.9985978007316589 993 1345 1057 1372 beam
8 15 0.9849569201469421 1059 1347 1138 1372 causes
8 15 0.9984872341156006 1138 1343 1162 1375 it
8 15 0.9996391534805298 1161 1345 1192 1375 to
8 15 0.9996829032897949 1192 1343 1271 1379 spread
8 15 0.999087929725647 1269 1343 1300 1375 in
8 15 0.9506765007972717 1300 1349 1371 1377 space.
8 15 0.9999068975448608 1372 1340 1426 1375 The
8 15 0.9962422847747803 1426 1345 1511 1370 electric
8 15 0.9978908896446228 1513 1340 1571 1375 field
8 16 0.9297196269035339 852 1370 893 1409 iss
8 16 0.9950801134109497 885 1375 972 1402 smaller
8 16 0.9990839958190918 973 1377 1004 1404 at
8 16 0.9999904632568359 1004 1375 1045 1404 the
8 16 0.9986446499824524 1049 1375 1108 1402 front
8 16 0.9893325567245483 1111 1372 1143 1404 of
8 16 0.9999896287918091 1145 1375 1185 1404 the
8 16 0.7350914478302002 1190 1375 1282 1402 electron
8 16 0.9941619038581848 1287 1372 1355 1407 beam
8 16 0.9999338388442993 1358 1375 1431 1402 where
8 16 0.9999934434890747 1435 1375 1474 1404 the
8 16 0.9996477365493774 1479 1375 1570 1402 number
8 17 0.9996472597122192 898 1439 969 1466 When
8 17 0.9674561619758606 970 1436 1035 1471 An/n
8 17 0.9998794794082642 1035 1436 1062 1468 is
8 17 0.8878211379051208 1062 1439 1172 1466 increased
8 17 0.9646495580673218 1174 1436 1216 1466 the
8 17 0.9727314114570618 1216 1439 1303 1466 electric
8 17 0.6298308372497559 1305 1434 1363 1468 field
8 17 0.9999138116836548 1363 1439 1435 1466 shows
8 17 0.9999570846557617 1439 1436 1479 1466 the
8 17 0.992088794708252 1479 1436 1568 1480 clumpy
9 0 0.5113855004310608 445 726 486 765 2,
10 0 0.9990518689155579 156 813 229 840 where
10 0 0.9958351850509644 229 810 260 842 N
10 0 0.9985097050666809 258 815 287 842 =
10 0 0.9999327659606934 289 810 350 845 1000
10 0 0.9997110962867737 348 810 376 842 is
10 0 0.9999558925628662 374 813 416 842 the
10 0 0.9995554089546204 418 813 508 840 number
10 0 0.9999995231628418 508 810 541 842 of
10 0 0.9650057554244995 539 813 697 847 perturbations,
10 0 0.8238227963447571 699 813 764 847 no(r)
10 0 0.9997299313545227 760 810 788 845 is
10 0 0.7253124117851257 788 813 828 842 the
10 0 0.9912795424461365 856 801 889 831 of
10 0 0.773722231388092 883 801 1001 836 Langmuir
10 0 0.9997493624687195 1001 804 1075 831 waves
10 0 0.6788316369056702 1075 801 1103 833 is
10 0 0.9819411039352417 1103 801 1200 829 induced.
10 1 0.5118812918663025 113 840 185 874 initial
10 1 0.9992403984069824 184 845 324 877 unperturbed
10 1 0.9751302599906921 324 842 410 877 density
10 1 0.999908447265625 407 845 439 874 as
10 1 0.9999089241027832 437 845 523 872 defined
10 1 0.9997710585594177 524 842 604 877 above,
10 1 0.7169398665428162 602 845 631 877 An
10 1 0.9998043179512024 631 842 659 874 is
10 1 0.9999929666519165 657 842 697 872 the
10 1 0.9995478987693787 696 842 827 877 wavelength
10 1 0.9995617270469666 854 831 907 865 4.1.
10 1 0.9666066765785217 910 836 1085 861 Beam-induced
10 1 0.9996820688247681 1088 836 1175 863 electric
10 1 0.5609498620033264 1175 831 1234 865 field
11 0 0.9992048144340515 113 872 148 906 of
11 0 0.9991218447685242 140 870 185 906 the
11 0 0.9884540438652039 182 874 232 902 n-th
